Farmacia ;latitude;longitude
Farmàcia Bernardo Bech, Roser;2.1092673;41.52821
Farmàcia Tous Trepat;2.1126789;41.3871069
Farmàcia Thomas Pallerola, M - Egea Thomas, SL;2.1830222;41.4090455
Farmàcia González Solà, Francesc M.;2.181875;41.4084631
Farmàcia Basté Framis, JA i Basté Baladia, E;2.184219;41.4095759
Farmàcia Cristian Dario Messi;2.1863435;41.4098537
Farmàcia Carbonell Peris, Beatriu;2.1775183;41.3858274
Farmàcia Turró Valls, Sílvia;2.1454012;41.3973876
Farmàcia Segalas Carreras, M. Mercè;2.1094624;41.5454247
Farmàcia Vidal Delclós - Juves Vidal;1.7205099;41.377976
Farmàcia Ordis Trulls, Anna;2.1272743;41.4962234
Àlvarez Saz;1.8435126;42.0992113
;2.6557191;41.611846
Farmàcia Balcells Valls, Luis;2.18537;41.4217718
Farmàcia Losa Gaspà, Esther;2.1796255;41.423508
Farmàcia Aranda Guerra, M. Dolores;2.1710669;41.428518
Farmàcia Adell Jaumandreu, Lluís;2.1482236;41.3982171
Farmàcia - Gloria Barniol;2.3581905;41.4898597
Farmàcia Viayna Ornosa;2.3592077;41.4932823
;2.3538689;41.4942788
Farmàcia M. Dolors Antoja Xirau;2.4354542;41.7032976
Farmàcia Laura Guillen;1.930265;42.1370451
Farmacia Vicença Calduch;1.9078474;41.7536927
Farmàcia Laia Rosado;1.9036641;41.7509551
Farmàcia Casamada;2.4834217;41.6848299
Farmàcia Soler Cuyas, Guillermo;2.1682325;41.4067436
Farmacia Fontana;2.1064118;41.373082
Farmàcia Pallarés Pérez, Montserrat;2.1405379;41.3978126
Farmàcia Peris Grau, Joaquim;2.1848722;41.430333
Farmàcia Castellanos Llorens, Xavier;2.1895477;41.4302523
;2.2280307;41.560754
Farmàcia Juan Pablo Moreno Murillo;2.0804303;41.3645464
Farmacia Fernández Sola;2.0826519;41.3635526
Farmàcia Gabriel Arroyo García;1.814778;41.2364523
Farmàcia López Forment,Salvador;2.1695948;41.3961127
Farmàcia Lluís Cortit Granollers;2.1078291;41.3478831
;2.6517504;41.6129431
Farmàcia Alier;1.8266307;41.7256055
Antiga Farmàcia Ferrer;2.1486344;41.4090594
Farmàcia Güell Salut;2.1471607;41.4113477
Farmàcia Ruíz Rodríguez, Ma. Isabel;2.0868875;41.4675092
Farmàcia Beringues Sorribas, Lluís;2.0793777;41.4717953
Farmàcia M. Cristina Cullell del Valle;2.0886458;41.4754881
Farmàcia Díaz de Concepción - Puerto Rodríguez;2.0802614;41.4752295
Farmàcia Monestir;2.083452;41.4725286
Farmàcia Riera Riviere, Isabel i Mònica;2.0815497;41.4676401
Farmàcia Parc Central;2.0710115;41.4738866
Farmàcia Carme Ollé Cuellar;2.0860923;41.4757941
Farmàcia Josefina Quirante Serrano;2.0721543;41.4653525
Farmàcia Sant Cugat Torreblanca;2.0899746;41.4720639
Farmàcia Ros Morte, Alberto;2.0814886;41.471467
Farmàcia Volpelleres;2.0700507;41.4814743
Farmàcia Zambrana Ibáñez, Javier;2.142401;41.3970265
Farmàcia Pantaleoni Giralt, Albert;2.1415345;41.3964728
Farmàcia Granché García, Sara;2.1741037;41.4176314
Farmàcia Aymerich Bardolet, Núria;2.145926;41.3991649
Farmàcia Haro Martínez, Lorena;2.1489038;41.4010562
Farmàcia Merinero Cabestany, P. Carolina;2.1485806;41.4930784
Farmàcia Hostafrancs;2.1449827;41.3760196
Farmàcia Cristina Burdeus Reverter;2.0724667;41.3563071
Farmàcia Falcó Planas, Eva;2.1742257;41.3737132
Farmàcia del Sortidor;2.1619763;41.3722367
Farmàcia Xuriguera Hernández, Xavier;2.1835419;41.4046262
Farmàcia Almor Andreu, Míriam;2.1646625;41.3773148
Farmàcia M. Esquerrà;2.1419484;41.4298961
Farmàcia Roca Carreras, M. - Naranjo Salom, E.;1.7862083;41.4242304
Farmàcia A. Pujadas;2.1547392;41.3762965
Farmàcia Diez Montes, Luisa - Roselló Díez, M.;2.1678836;41.3727744
Farmàcia Anna M. Sánchez Dardinyà;2.077326;41.3587887
Farmàcia Giner Ayza, José.Joaquin;2.1646734;41.372533
Farmàcia Elisabet Guañabens Gay;2.1346974;41.378896
Farmàcia M. Àngela Colomina Castella;2.1277335;41.4019779
Farmàcia Vergós;2.1311927;41.399678
Farmàcia Bonanova;2.1342395;41.4064351
Farmàcia Granados;2.1311316;41.4028003
Farmàcia Montserrat Estopiñà Cros;2.1292682;41.3961936
Farmàcia i Ortopèdia Anfruns Espuña;1.9752277;42.2440108
Farmàcia Castro Garnelo, M. Ariadna;2.1245834;41.399928
Farmàcia Bertran Montañas, Helena;2.1997215;41.3959331
Farmàcia Sant Maurici;1.8356956;41.7232655
Farmàcia Chamarro Aguilera, Maria Rosa;2.201792;41.4139071
Farmàcia Gomez Mundo, Marta;2.2819657;41.8375054
Antigua Farmacia Robert;2.1668457;41.3948108
Farmàcia García Sanmartí, Esteve Maña;2.1694527;41.4027693
Farmàcia Bozal de Febrer, Núria;2.1693893;41.4042267
Farmàcia Mònica González Expósito;2.1691422;41.3993792
Farmàcia Petit Guinovart, A - Benlloch Petit, C;2.1658802;41.4032668
Farmàcia Puchalt;2.2248267;41.4329258
Farmàcia Anabel García Salmerón;2.4351964;41.5402195
Farmàcia de la Peña Villalain, Carmen Inmaculada;2.4328426;41.5440295
;2.4368437;41.5485155
Farmàcia Ferrer San José, Albert;2.1658109;41.4046394
Farmàcia Joanic;2.1629359;41.4061054
Farmàcia Bardera Juncosa, Pere;2.1641922;41.4050242
Farmàcia Bailèn;2.164486;41.401692
Farmàcia Gimenez Chancho, Yolanda;2.1640378;41.4070882
Farmàcia Trujillo;1.8287941;41.7364809
Farmacia Jordana Gisbert;2.1015553;41.5599052
Farmàcia Aïna Surroca Rebés;2.1607686;41.4309213
Farmacia Noé;2.6613368;41.6144036
Farmàcia Subias Solanas, Laura;2.1850181;41.3926937
Farmàcia Àngels Salvadó Lladó;2.1803061;41.3917027
Farmàcia Torrent Colomer;2.6021638;41.6196538
Farmàcia Bassegoda;2.125712;41.3750814
Farmacia Madroñal;2.1577335;41.3809479
Farmacia Yáñez;2.2655983;41.542917
Farmàcia Jordi Jimenez Bonet;2.1848867;41.4149508
Farmàcia Cucurull-Anguera;1.8233675;41.7254775
Farmàcia Miravitlles Gultresa, Carlota;2.1984661;41.4151688
Farmàcia Josep J. Montaner Ferré;1.6729617;41.207884
Farmàcia Bovet-Franch;1.8804449;42.0322865
Farmàcia Guixé;1.8801389;42.0330055
Farmàcia Berbel Fenoy, Andrés;2.1875524;41.3925039
Farmàcia M. Carmen Solís Soler;2.0249424;41.5550691
Farmàcia Elia Fernández Fernández;2.2084575;41.4202547
Farmàcia García Rico, Maria;2.1129326;41.3775677
Farmàcia Mercat Central;2.1148665;41.3308327
Farmàcia Cristina Puigdollers Vila;2.2626246;41.6675505
Farmàcia Frisch Feigl, Margarida;2.1155245;41.3774031
Farmàcia Ferrer Gomis - Casanovas Prio;2.1340592;41.3665124
Farmàcia Ventura Cebrià,Enric;2.1630682;41.3799498
Farmàcia Barraquer Moner, Mercedes;2.1633671;41.3793289
Farmàcia Todo López, E. - Iracheta Todo, M.;2.2090256;41.4600829
Farmàcia Parejo Cuesta, Anna M.;2.187176;41.3953251
Farmàcia Iglesias Alastrue, Maria Isabel;2.2351831;41.517646
Farmàcia Ortopèdia Oltra;1.8321129;41.7342947
Farmàcia Martí Tort, Josep;2.174377;41.3995171
Farmàcia J. Canals Castelló - M. Canals Colorado;2.1765995;41.3994744
Farmàcia Galceran Jo, Anna;2.1256753;41.5138094
Farmàcia Pages Palmes, M. Asumpció;2.1258954;41.5160134
Farmàcia Esteve Gatnau, Genar;1.8270128;41.5677936
Farmàcia Alcover Mengual, Magdalena;2.1349691;41.3637902
Farmàcia Òptica Maristany;1.8782737;41.899856
Farmàcia Badia;1.8783916;41.8983144
Farmàcia Iglesias Llagostera, Albert;1.8745256;41.8644486
Farmacia Tuset;2.151276;41.396629
La Farmàcia dels Jardinets;2.1576571;41.3975988
Farmàcia Albalà Hurtado, Soledad;1.9835736;41.2895032
Farmàcia Comas Castellà, Maria Nieves;2.1794733;41.389258
Farmacia Meditotal;-64.6752168;10.1117427
Farmacia Hiperahorro;-64.6877933;10.137048
Farmacia SAAS;-64.6814659;10.13846
Farmacia SAAS;-64.6809889;10.1557926
Farmacia San Miguel;-64.6924735;10.1402711
Farmacia SAAS;-64.687046;10.1448679
Farmacia ofermed;-64.67453;10.1694002
Farmàcia de Vilarrubia Goula, Maria Carlota;2.1762822;41.3859602
;-64.6410509;10.1564097
Farmacia Ortopédica;-64.6391531;10.1575433
Farmàcia Alejandro Gorina Torrents;2.157365;41.3984001
Farmàcia Pascual Vidal, J. - Pascual Albareda, A.;1.7446232;41.2299053
Farmàcia Carbonell Roger, Guillem;2.1648364;41.3755377
Farmàcia Torrell, Lourdes - Bea, Lluís;2.1241779;41.3870796
farmàcia Sindreu;2.4030303;41.5532171
Farmàcia Granero Campi, M. Teresa;1.683713;41.5292757
Farmàcia Martínez García, Almudena;2.1617649;41.376026
Farmàcia Torrens Cortés, Inmaculada;2.1613134;41.3767872
Vives Ferrer;2.162387;41.3777959
Farmàcia Bondia;2.0531929;41.3797111
Balañá;2.1627146;41.3771312
Farmàcia Iglesias;2.1595012;41.3747922
;1.8196821;41.728795
Farmacia Dra. Sancho;2.1239439;41.4011524
Farmàcia Ana Isabel Centelles Muñoz;2.1277239;41.4036048
Farmacia Mandri;2.1326705;41.4045451
Farmàcia Torà Mila, Mireia;2.1613115;41.4090401
Farmàcia Torrents Pont, Jaume;2.1330561;41.4936524
Farmàcia Moragrega Estrany, L - Rojas Estrany, ME;2.174919;41.3869997
Farmàcia Alcalde;2.1802127;41.4174872
Farmàcia Maria Rosa Cedrán López;2.1802186;41.4193195
Farmàcia M. Carme Cartañá Gámez;2.180347;41.421044
Farmàcia Pérez Abio, Gerard;2.1836585;41.4200091
Farmàcia Hernández Auladell, Laura;2.174767;41.4204757
Farmàcia García Belmonte, M. del Rocío;2.1765831;41.4188182
Farmàcia Veciana García-Boente;2.1744;41.3919899
Farmàcia Aguilar Pérez, M. Francisca;2.1753215;41.3912657
Farmàcia Bru Palou, Rosa M.;2.1580321;41.4001959
Farmàcia Rodríguez Villamur, M. Lluïsa;2.1716855;41.3940236
Farmàcia Laia Borràs Sampere;2.1810765;41.4144358
Farmàcia Botet Carreras, Adrià;2.1794321;41.4106026
Farmàcia Esther Aguilar Hernández;2.1818292;41.418943
Galí, S.c.p.;2.17856;41.4172302
Farmàcia Montserrat Aymar Terricabras;2.1607398;41.4208264
Farmàcia José Ramón Pérez Ebri;2.0553438;41.4669559
Farmàcia Josefa Costa Claver;2.1276032;41.382244
Farmàcia Maria Pilar Fernández Tapia;2.510951;41.6471131
Farmàcia Joana Mateu Belles;2.1766621;41.3960683
Farmàcia Jorba Ylla, M. Antònia;2.1825869;41.4259246
Farmàcia Del Arco Casanovas, Anna Maria;2.174656;41.3946829
Farmàcia Augé i Ribas, Rita;2.1819505;41.4113301
Farmacia Adela García López;2.1601532;41.4026958
Farmàcia Pardo Salmerón, Antònia;2.1666774;41.4070182
Farmàcia Feriche Bartra, Ivone;2.1618025;41.3867509
Farmàcia Urgellés Esquerra - Fàbregas Ferrer;2.161076;41.3873253
Farmacia Franquesa Solé;2.1621718;41.3864603
Farmàcia Mas Docampo, Montserrat;2.1705766;41.382366
Farmàcia Euras;2.2570623;41.9201837
Farmàcia Miralles;2.1335918;41.4024142
Farmàcia Melguizo;2.1299008;41.4045111
Farmàcia de Mier Martí, D. - Carrascal Riera, G.;2.1791115;41.4398291
Farmàcia Teixidor Capalleras - Ventura Blasco;2.1834787;41.385231
Farmàcia Esteve;1.824661;41.7238461
Farmacia Toledo;2.1625195;41.4999674
Farmàcia Tabernet Mortes, Maria Belén;2.1966273;41.4166522
Farmàcia Galceran Roca, Montserrat;2.1364311;41.4888304
Farmàcia M. Pilar Rivera Carreiras;2.1340802;41.4898554
Farmàcia Engelberto Muhr, Pablo;2.2011217;41.4161032
Farmàcia Bricio Alonso, Beatriu;2.1725025;41.4041524
Farmàcia Carme Massagué Sanz;1.8146283;41.2387563
Miret;1.8036738;41.2448941
Farmàcia Álvarez Pereiro, Julia Rosario;2.1436291;41.4931093
Farmàcia Puga Gasull, Berta;2.2204166;41.4137301
Farmàcia Monsarró Rafecas, J - Amado Monsarró, C;1.6131865;41.3855914
Farmàcia Carlos Sánchez González;2.2039073;41.4217486
Farmàcia Redondo Fernandez, Lucila;2.222634;41.4182365
Farmacia Ortopedia Ramón Llol;2.0985248;41.5485884
Farmàcia Solé;1.8271528;41.7235907
Farmàcia de l'Avinguda;2.2217645;41.4361081
Farmàcia Schmid Bosch, Elisenda;2.1805323;41.3873009
Farmàcia Cardona Arenas, Beatriu;2.1789023;41.3872764
Farmàcia Antoni Vives Pal;2.0793014;41.3592997
Farmàcia Calduch Fonollosa, Vicens (hereus);2.0750934;41.3604315
Nuria Andrés;2.0775935;41.3606968
Farmacia Ochoa;2.0809425;41.3621373
Farmàcia Maria Dolors Valls Relats;2.2689111;41.6628474
Farmàcia Valls Maynou, Mercè;2.1472126;41.4924871
Farmàcia Álvarez;2.1467518;41.490798
Farmàcia Benedicto López, Mercè;2.1603603;41.4059763
Farmàcia Domènech Morales, Anna M. i Núria;2.1373311;41.365829
Farmàcia Arévalo Dorado, Jesús;2.2003563;41.4626968
Farmàcia Álvarez Santos, Guillermo;2.1942776;41.4598085
Farmàcia Vela Riuz, M. Jesús;2.2042024;41.4579843
Farmàcia D. Boix Martínez - J.M. Montes Jaronés;2.2035214;41.4600993
Farmacia Can Zam;2.2014834;41.4580004
Farmàcia Nogueria Campos, M. Elena;2.2128593;41.4353444
Farmàcia Gómez Ortíz, Santiago;2.2209301;41.4482986
Farmàcia Boncompte Giné, Jordi;2.2105886;41.4507406
Farmàcia Ferran Palacios Serrano;2.2057441;41.4530003
Farmàcia Carapuig Reverter, Frederic (hereus);2.2153913;41.4541759
Farmàcia Palacios Alcoverro, Joaquim;2.2178539;41.4551095
Farmàcia Muñoz Juan, Luís;2.213673;41.4567205
Farmàcia Torres Gultresa, Mercedes;2.205516;41.4493077
Farmàcia Sant Carles;2.2084921;41.4501497
Farmacia Serra;2.2104661;41.4486247
Farmàcia Costa Codina, Josep;2.1615242;41.3839547
Farmácia Rizal;2.1619375;41.4955521
Farmacia Roca;2.1564099;41.3736855
Farmàcia Trapé;1.8281122;41.7247674
Farmàcia Anna Pujol Bartina;2.1806462;41.4938848
Farmàcia Antiga;2.1319566;41.3866366
Farmàcia Quiros Bernal, Maria Carmen;2.1692519;41.463964
Farmacia Els Pinetons;2.1575647;41.5025172
Farmàcia López Rosés, Georgina;2.2108093;41.4219561
Farmàcia Montoro Pérez, Josep - hereus;2.2103153;41.420322
Farmàcia Marcet Fernández, Ignasi;2.1835275;41.4327147
Farmàcia Tomàs Busquet Masip - Xavier Busquet Aguiló;2.1841434;41.4341356
Farmàcia El Drac;2.2458453;41.4487873
"Pont del Treball - Santander;Farmàcia Margarita Freixas Vidal";2.1964738;41.4220798
Farmàcia Sílvia Segarra Dolcet;2.2189222;41.4343199
Farmàcia Relat Vidal, Jordi;2.0905697;41.5635881
Farmàcia Macian Pradas, Montserrat;2.134702;41.3680685
Farmàcia Soler Vilaret, Pilar;2.0212498;41.4086126
Farmàcia Major;1.8252483;41.7316598
Farmàcia Farré Bonals;1.8225669;41.7299847
Farmàcia Núria Pau Robiro;2.0245721;41.5667132
Rosa Balcells;2.0221173;41.571152
Isabel Hausmann Fargas;2.1366371;41.4040947
Farmàcia Canyadó;2.2584363;41.4567444
Farmàcia Barceloneta;2.1881311;41.3787256
Farmacia Tobalina;2.1251507;41.3732577
Farmàcia Mor Puig, Marta-Rodríguez Mur, Cristina;2.1893771;41.4330099
Farmàcia Jaume i Antoni Clapés Viñas;2.1892481;41.4337985
Farmàcia Buscató;2.1892986;41.4313193
Farmàcia Montserrat Ruíz Sentis;2.1912086;41.4241686
Farmàcia Núria Bosch Sagrera;2.198855;41.4221648
Farmàcia Taoudi Benkirane, Anasse;2.1916532;41.4238636
Paterna;2.2104136;41.418963
Farmàcia Sesé Blancas, E. i A.;2.2087552;41.4174174
Farmàcia Úbeda Fernández, Nieves;2.1798478;41.385882
Farmàcia Audet Ginesta, Joan;2.2046081;41.3992991
Farmàcia Cerra, Mario;2.1806768;41.3851505
Farmàcia Castany Plana, Marta;2.1444053;41.3966226
Farmàcia Homs Ballo, Marta;2.1890008;41.401519
Farmàcia Blay Salvador, Begonya;2.1843851;41.3980437
Farmàcia Nebot Salabert, Alex;2.1802269;41.3949749
Farmàcia Morral Suarez, Clara;2.1697132;41.3921971
Farmàcia Alarcón Ruíz, M. Lluïsa i Andreu;2.1712342;41.3931841
Farmàcia Janer Insa, Rosa Maria;2.1747234;41.3960293
Farmàcia Sales Llavià, Joan;2.1762553;41.3975949
Marta Gento - Farmàcia i Ortopèdia;2.1533331;41.3981643
Farmàcia Taberner Puigdelloses, Núria;2.1757279;41.4018621
Farmàcia Serra Saval, Marta;2.1777163;41.4033519
Farmacia Marc Espinet del Hoyo;2.0201386;41.4053525
Farmàcia Fonoll Piqué, Josep;2.1781198;41.3877874
Farmàcia Rbla de Catalunya, 102;2.1599398;41.3938965
Farmàcia Jaume Enrich Murt;2.1615027;41.3929005
Bolos;2.1622953;41.3916896
Farmàcia Gelabert Colom-Noguera, Anna;2.1630051;41.3915943
Farmàcia Pérez Alfonso, Adonina;2.186061;41.4058878
Farmàcia Marta Hernández Abellán;2.1662202;41.4009431
Farmàcia Milán Margañón, Oriol;2.1632398;41.4005786
Farmàcia Serra Mandri;2.1557744;41.395838
Farmàcia Quero Prieto, Sònia;2.1556606;41.398548
Farmàcia Martínez Vaya, Juan Carlos;2.1607964;41.3834728
Farmàcia Focardell Berenguer, Yolanda;2.1590262;41.3867738
Farmàcia Martínez Campos, Juan José;2.1739136;41.3890967
Farmàcia García Pastor, Adelina;2.1600692;41.3825804
Farmàcia Matas Boet, Núria;2.1715048;41.3853601
Farmàcia Maqua Escanon, M. Pilar;2.2685539;41.4834374
Farmàcia Capdevila Bassols, Montserrat;2.2682494;41.4802299
Farmàcia Rodríguez Martínez, Juan Antonio;2.1850031;41.3829715
Farmàcia Marta Márquez Valls;2.1937645;41.3983892
La Farmàcia de Tarradellas;2.1420586;41.3814347
Farmàcia Perez Villagrasa, A / Tomas Sabate, M;2.1706813;41.4021163
Farmàcia Bernal Boronat, Carlota;2.1568176;41.401987
Farmàcia Cercavins Carnicero, Sílvia i Olga;2.1796165;41.3959003
Farmàcia Preciado Iglesias, M. Carmen;2.1468386;41.3840132
Farmàcia M. Ferro Mauri;2.1364922;41.3819014
Farmàcia Varela;2.1444765;41.3837559
Farmàcia Graham E. Joyce;2.1390897;41.3815223
Farmàcia Maré Vives;2.1267158;41.3842716
Farmàcia Capdevila Arús, Ramón;2.1901389;41.412451
Almirall;2.2051249;41.4000409
Farmàcia Pujadas Coscolla, Ferran;2.2135034;41.4102415
Farmàcia Busquets Recasens, M. Teresa;2.2100689;41.4097966
Farmàcia Lafarga Mestre, Jordi;2.1718063;41.3887676
Farmàcia Alegre Valls, J. - Rodríguez Pareja, J.;2.1657968;41.3870956
Farmàcia Rodríguez Alsina;2.1558596;41.3839184
Farmàcia Gomà Llairó, Laura;2.2173234;41.4502588
Farmàcia Torres;2.1591832;41.3886399
Farmàcia Pareja Cozcolluela, Josep Manel;2.1002161;41.5504459
Farmàcia Bogatell;2.1964666;41.3926887
Farmàcia Noguera Huguet, Borja;2.188812;41.3802004
Busquets;2.1547807;41.4099408
Farmàcia Royan Villar, Josep;2.1533861;41.4087596
Farmàcia Arbestain Ribas, Ignasi i Inmaculada;2.1534613;41.4053263
Farmàcia Budallés Sala, Inmaculada;2.1135793;41.5098939
Farmàcia Ferrer Cabeceran, Carmen;2.1173241;41.5070867
Farmàcia Sisquella Enjuanes, E. - Roig Sisquella;2.1194559;41.5076239
Farmàcia Molinas Colldefors, M. Antònia;2.5023575;41.7329416
Farmàcia Josep Maria Planas Pascual;2.1907955;41.4397961
Farmàcia Calm Nogues;2.0467649;41.385947
Farmàcia López Segarra, Ma. Lluïsa;2.0884179;41.5317218
Farmàcia Shalabi Benavent, Rami Raül;2.1989015;41.4004591
Farmàcia Fenoy;2.0873112;41.610298
Farmàcia Europa;2.0882603;41.6075522
Farmàcia Permanyer;2.0838013;41.6096137
Farmàcia Castellar;2.0830466;41.6136423
Farmàcia Yangüela;2.0867379;41.6156852
Farmàcia Casanovas;2.086603;41.6130613
Farmàcia Ros;2.0906519;41.6154217
Farmàcia Catalunya;2.0911754;41.6130409
Farmàcia Buxó;1.8243845;41.7294743
Farmàcia Pedragosa Cacha, Santiago;2.1767622;41.3867335
Farmàcia Escola Marco, Maria Àngels;2.145456;41.3746929
Farmàcia De Solís Fontanet, M. José;2.1422015;41.3746197
Farmacia Alemany;2.1586915;41.3825429
Farmàcia Abad Merin, Milagros;2.1793997;41.3973433
Farmàcia Grau Gasulla, M. Isabel;2.1841461;41.4016698
;2.2636389;41.5425428
Farmàcia Marin Loscertales, Mariano;2.1786497;41.3903947
Farmàcia Llistar Llambé, Rosa;2.5769611;41.5886366
Farmàcia Macià Creus, Anna Maria;2.1854729;41.4111749
Farmàcia Armengol Torrella - Silvestre Pons;2.1846913;41.413364
Farmàcia Sans Àlvarez-Montesinos, Anna;2.1477951;41.3918351
Farmàcia Laura Sagarra;2.1569843;41.4001025
Farmàcia Mariné Ballell, Mireia;2.1531971;41.3932664
Farmàcia Sílvia Pascual Ferrer;2.1560644;41.3994631
Farmàcia Pena Benedicto, Elena;2.1735653;41.4056655
Farmàcia Garrido Rodríguez, C. i C;2.1769567;41.4079167
Farmàcia Morillo Basas, Lourdes;2.206939;41.4174827
Farmàcia Vives Segrí, M. Assumpció;2.2074332;41.4181678
Farmàcia Bertran Serracanta, Roser;2.1380173;41.5078719
Farmàcia Romero Gisbert, Carmen;2.1989855;41.4094536
Farmàcia Maria Isabel Andrés Garcia;2.2115204;41.4176961
Farmàcia Gaspa, M. Antònia - Massana, Sílvia;2.2149655;41.4190325
Farmàcia Pla Pastrana, Mariàngela;2.2134281;41.416865
Farmàcia Capdevila Bassols, Anna M.;2.1194049;41.5353796
;2.1124029;41.5401392
Farmàcia Morales;2.1115527;41.5416509
Farmàcia Xavier López Linares;2.1911644;41.4250304
L'auditori;2.1587098;41.4968184
Selva;2.1563406;41.4968984
Farmàcia Baradad Segura, Gemma;2.0310898;41.487688
Farmàcia Chacón Puig, Ana Cristina;2.1834908;41.4475689
Farmàcia Baradad Solana, Josep Lluís;2.1170922;41.5291341
Farmàcia La Salut;2.0459173;41.3902976
Farmàcia M. Rosa Ferrer Verdura;1.8696667;42.0708869
Farmàcia Marimón Carvajal;2.1336579;41.4280217
Farmàcia Real Herraiz, Júlia i Irene;2.1572502;41.4214689
Farmàcia Corominas Riqué, Cristina;2.0996551;41.5448666
Farmàcia Calderon Olivas, Maria Estrella;2.1389335;41.4248052
Farmàcia Pérez Sánchez, Maria Teresa;2.1404073;41.4299129
Farmàcia Sanromán García, Blanca;2.1431949;41.4315695
Farmàcia Muzas Cucalón, Concepción;2.217861;41.4120073
Farmàcia Pérez Ortega, Raül;2.2157323;41.4117629
Farmàcia Joan Pascual i Miquel Basterra Gabarró;2.2120359;41.4038929
Farmàcia Bouyat Salamanca, Jean-Paul;2.1973609;41.3912199
Farmàcia Neus Tomàs Puig;2.1954423;41.3887593
Farmàcia Medrano Touris, Maria Eugenia;2.2807646;41.4689975
Farmàcia M. Mercè Mercadé Salavert;2.1865657;41.4081768
Farmàcia Fabré Cabane, L. i M.;2.1845708;41.4082548
Farmàcia Pascual Arnau, Lluís;2.1838383;41.406537
Farmàcia Tintore Calcedo, Anna i Begoña;2.2037059;41.4176516
Farmàcia Galindo Planas, Cristina;2.205171;41.4177618
Farmàcia Cabre Alcoverro, Gloria;2.2052818;41.4189546
Farmàcia Molina Romero, Josefa;2.2060136;41.4202372
Farmàcia Codina Armadans;2.2089274;41.4242625
Farmàcia Vilchez Hidalgo, Jose antonio;2.2023065;41.4220158
Farmàcia Bosch Sagrera, Antònia;2.2014567;41.4225941
Farmàcia Salvert Girona, Maria del Carmen;2.2006989;41.4212493
Farmàcia Orrit Mackenzie, Jorge;1.9781987;41.2789452
Farmàcia Riera, Palmira - Ranz, Ruth;2.1991171;41.4200773
Farmàcia Buron Perez, Montserrat;2.1960115;41.4185105
Farmàcia Benito Solanes, Josep Maria;2.2002973;41.4238623
Farmàcia Benito Solanes, Ana;2.2019736;41.4247928
Farmàcia Mezquita Pipio, Vicenç;2.2009302;41.4259172
Farmàcia Ormad Cortés;2.2071665;41.434825
Farmàcia Camps Arràez, Marta;2.2049731;41.4345441
Farmàcia Escribano Pascual, M. Ramos;2.1452478;41.4328837
Farmàcia Ortí Bravo, Angel;2.1983672;41.4409291
Farmàcia Faus Riera, Núria;2.204582;41.4389845
Farmàcia Mercedes Blanc Acha-Orbea;2.1962788;41.4381156
Farmàcia Martínez Matas, Magdalena;2.1992945;41.4473645
Farmàcia Reyes-Gómez;2.198758;41.4464504
Farmàcia Adell Vidal, Ll / Paytubi Hierro, M;2.1914562;41.4487819
Farmàcia Ana Maria Cabeceran Esteve;2.1925738;41.4510612
Farmàcia Sànchez Priego;2.1931248;41.4533782
Farmàcia Corral Iglesias, Antonio Miquel;2.1903577;41.4504671
Farmàcia Diz Vaz, Manuela;2.1899527;41.4537136
Farmàcia Guerrero Pozo, M. Carme;2.1876154;41.4382954
Farmàcia Calduch Barneda, Joaquim;2.1909192;41.4377994
Farmàcia Rodríguez Albacete - Ruiz Fernández;2.1899284;41.4208037
Farmàcia Soriano Camps;2.1793648;41.4612881
Farmàcia Ferriol Casar, Virgínia;2.1775025;41.4617546
Farmàcia Domínguez Herman, Sílvia;2.1761613;41.4598988
Farmàcia Ohngemach Hidalgo, M. Isabel;2.1732005;41.4600184
Farmàcia Soler Alonso, Eduard;2.1782179;41.3834647
Farmàcia Fargas;2.2507779;41.9305111
Farmàcia Maria Cosp;1.8463919;42.0987442
Farmàcia Josep Badia Soler;1.852551;42.1045253
Farmàcia Nova del Vall;1.849873;42.1038506
Farmàcia Valls Julia;2.1628618;41.3956147
Farmàcia Enrich Esteve, Anna;2.1744498;41.3806166
Farmàcia Moliner Soto, Emili;2.1794611;41.4018636
Farmàcia Bonany Llorens, M. Pilar;2.1704221;41.4083979
M. Fiol Costa;2.1631277;41.4115254
Farmàcia Carmen de Frutos;2.1594212;41.4111118
Nova Salut;2.1569202;41.4109954
Farmàcia Castrillon Anderson, Dante Paolo;2.060371;41.9322588
Farmàcia Luís Meana Pascual / M.E. Pascual Vidal;2.1664929;41.4118349
Farmácia Fernandez i Galofré;2.1266571;41.3871121
Farmàcia Llicenciat J. Fernández Oromí;2.1803469;41.4257119
Farmàcia Gonzàlez Vallet, Maria Immaculada;2.1391048;41.3890351
Fàrmacia-Ortopèdia Sarrià;2.1412077;41.3910607
Farmàcia Teresa Castells Soler;2.1620876;41.3948371
Farmàcia Sanchis Foret, Maria del Mar;2.1585311;41.3944965
Farmàcia Vives Pal, Maria Carme;2.1540606;41.3905286
Farmàcia Cervera Bech, Isabel;2.1467145;41.3909271
Farmaxnadal;2.1886916;41.4288669
Santiago Gómes Facundo;2.1897978;41.4280046
Farmàcia Fernández Retuerto, M. Carme;2.1942984;41.4298077
Farmàcia Ramos Ontiveros, Eloisa;2.1943516;41.4280502
Farmàcia Núria Massot Moner;2.1656695;41.3919711
Farmàcia 1896;2.1645136;41.3934587
Farmàcia Garriga Majo, Marta;2.1139767;41.5424785
